Borough,Control,Condition of External Walls,Condition of Windows,Condition of Stairways,Condition of Floors,Condition of Building,Number of Units in Building,Complete Plumbing Facilities,Toilet Breakdowns,Kitchen Facilities Functioning,Monthly Contract Rent,Senior Citizen Rent Increase Exemption (SCRIE),Public Assistance Shelter Allowance,Another Federal Housing Subsidy Program,Another State or City Housing Subsidy Program,Heating Equipment Breakdown,Exterminator Service,Cracks or Holes in Interior Walls or Ceiling,Broken Plaster or Peeling Paint on Ceiling or Inside Walls,Water Leakage Inside Apartment,Year Built,Owner in Building,Length of Lease,Race,New Rent Law,Old,More_units,Brooklyn,Manhattan,Staten Island,Bronx,score,good
3,1,999919,99919,991999,999919,2,13,0,8,8,2400,9,2,2,2,8,8,8,8,8,9,8,8,1,1,1,1,0,1,0,0,4,0
4,0,999919,99919,991999,999919,2,5,0,2,1,1700,9,2,2,2,1,2,2,1,2,7,1,2,1,1,1,0,0,0,0,0,10,1
2,0,999919,99919,991999,999919,2,6,0,2,1,800,9,2,2,2,0,4,1,0,1,7,2,6,5,1,1,0,1,0,0,0,2,0
3,1,999919,99919,991999,999919,2,11,0,2,1,1950,9,2,2,2,1,1,2,1,2,9,2,2,1,1,1,0,0,1,0,0,10,1
4,0,999919,99919,991999,999919,2,5,0,2,1,750,2,2,2,2,1,4,2,1,2,9,1,6,1,1,1,0,0,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,2850,9,2,2,2,1,1,2,1,2,6,2,2,1,1,0,1,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,13,0,2,1,1300,9,2,2,2,1,2,1,1,2,5,2,2,1,1,0,1,0,0,0,0,8,1
3,1,999919,99919,991999,999919,2,13,0,2,1,2100,2,2,2,2,1,1,2,1,2,8,2,1,1,1,1,1,0,1,0,0,10,1
3,1,999919,99919,991999,191199,2,12,0,2,1,1325,9,2,2,2,8,1,1,0,1,8,2,2,1,1,1,1,0,1,0,0,-1,0
3,1,999919,99919,888888,999919,2,11,0,2,1,1152,9,2,2,2,1,1,2,1,1,9,2,4,1,1,1,0,0,1,0,0,7,0
4,0,999919,99919,991999,999919,2,3,0,1,1,1800,9,2,2,2,1,2,2,1,2,7,1,6,4,1,1,0,0,0,0,0,8,1
3,0,999919,99919,991999,999919,2,13,0,8,8,3250,9,2,2,2,8,8,8,8,8,8,8,8,1,1,1,1,0,1,0,0,4,0
1,1,999919,99919,991999,999919,2,11,0,2,1,750,2,2,2,2,1,1,2,1,2,8,2,4,1,1,1,0,0,0,0,1,10,1
3,1,999919,99919,991999,999919,2,11,0,2,1,2250,9,2,2,2,1,1,2,1,2,9,2,2,4,1,1,0,0,1,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,8,8,3500,9,2,2,2,8,8,8,8,8,2,8,8,4,1,0,1,0,1,0,0,4,0
2,1,999919,99919,991999,999919,2,12,0,2,1,2100,9,2,2,2,1,1,2,1,2,9,2,2,1,1,1,1,1,0,0,0,10,1
1,0,199199,99919,919999,919999,3,3,0,2,1,1200,9,2,2,2,1,2,2,1,2,8,2,2,2,1,1,0,0,0,0,1,3,0
2,1,999919,99919,991999,999919,2,12,0,8,1,1800,9,2,2,2,1,1,2,1,1,1,2,8,1,1,0,1,1,0,0,0,7,0
2,0,999919,99919,991999,999919,2,13,0,2,1,4500,2,2,2,2,1,5,2,1,2,7,2,7,1,1,1,1,1,0,0,0,10,1
2,1,999919,99919,991999,999199,2,8,0,8,8,1250,9,2,2,2,8,8,8,8,8,8,8,8,1,1,1,0,1,0,0,0,2,0
2,1,999919,99919,991999,999919,2,12,0,2,1,1200,9,2,2,2,1,1,2,1,2,5,2,6,2,1,0,1,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1900,9,2,2,2,1,1,1,0,1,7,2,2,1,1,1,1,1,0,0,0,4,0
4,1,999919,99919,991999,999919,2,11,0,2,1,1200,2,2,2,2,1,1,2,1,2,7,2,4,1,1,1,0,0,0,0,0,10,1
3,1,999919,99919,991999,999919,2,12,0,2,1,2000,9,2,2,2,1,1,8,8,8,9,2,8,1,1,1,1,0,1,0,0,7,0
3,0,999919,99919,991999,999919,2,13,0,1,1,5000,9,2,2,2,1,4,2,1,2,3,2,2,2,1,0,1,0,1,0,0,8,1
3,0,999919,99919,999991,999919,2,13,0,2,1,3550,2,2,2,2,1,1,2,1,2,5,2,2,1,1,0,1,0,1,0,0,9,1
4,0,999919,91999,991999,999919,2,5,0,2,1,1600,9,2,2,2,1,4,2,0,1,8,2,6,1,1,1,0,0,0,0,0,4,0
1,1,999919,99919,991999,999919,2,11,0,2,1,1346,9,2,2,2,0,3,2,1,2,8,2,2,2,1,1,0,0,0,0,1,8,1
1,0,999919,99919,991999,999919,2,5,0,2,1,1579,9,2,2,2,1,3,2,1,2,1,1,8,2,1,0,0,0,0,0,1,10,1
2,1,999919,99919,991999,999919,2,11,0,2,1,1247,9,2,2,2,1,1,2,1,2,8,2,2,2,1,1,0,1,0,0,0,10,1
1,0,999919,99919,999991,999991,2,3,0,2,8,1100,9,2,2,1,1,2,2,1,2,8,2,2,4,1,1,0,0,0,0,1,7,0
2,0,999919,99919,991999,999919,2,3,0,8,8,99999,9,9,9,9,8,8,8,8,8,9,1,9,1,1,1,0,1,0,0,0,4,0
3,1,999919,99919,991999,999919,2,13,0,2,1,2000,9,2,2,2,1,5,2,1,2,1,2,2,4,1,0,1,0,1,0,0,10,1
4,0,999919,99919,991999,999919,2,12,0,2,1,1400,2,2,2,2,0,1,2,1,2,6,3,2,1,1,0,1,0,0,0,0,8,1
2,1,999919,99919,991999,999919,2,11,0,2,1,1200,2,2,2,2,1,1,2,1,2,8,2,2,1,1,1,0,1,0,0,0,10,1
3,1,999919,99919,991999,999919,2,11,0,2,1,1681,9,2,2,2,1,1,1,0,2,8,2,4,2,1,1,0,0,1,0,0,6,0
2,0,999919,99919,991999,999919,2,3,0,2,1,900,9,2,2,2,1,2,2,1,2,8,2,6,1,1,1,0,1,0,0,0,10,1
4,1,999919,99919,991999,999991,2,11,0,2,1,800,9,2,2,2,1,5,1,1,2,6,1,4,2,1,0,0,0,0,0,0,7,0
4,0,999919,99919,999991,999919,2,5,0,2,8,1200,9,2,2,2,1,4,2,1,2,5,2,2,1,1,0,0,0,0,0,0,8,1
2,0,999919,99919,991999,999919,2,4,0,2,1,900,9,2,2,2,1,2,2,1,2,9,1,6,4,1,1,0,1,0,0,0,10,1
4,0,888888,88888,888888,888888,8,3,0,8,8,1050,9,2,2,2,8,8,8,8,8,7,8,8,2,1,1,0,0,0,0,0,0,0
1,1,999919,99919,991999,999919,2,12,0,2,1,1272,9,1,2,2,1,1,2,1,2,7,2,4,1,1,1,1,0,0,0,1,10,1
2,0,999919,99919,991999,999919,2,3,0,2,1,1000,9,2,2,2,1,3,2,1,2,7,2,7,1,1,1,0,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,11,0,2,1,1100,9,2,1,2,1,3,1,0,1,7,1,2,2,1,1,0,1,0,0,0,4,0
1,0,999919,99919,888888,999919,2,12,0,2,1,182,3,2,3,3,0,1,2,1,2,1,2,2,1,1,0,1,0,0,0,1,7,0
1,1,999919,99919,991999,999919,2,12,0,1,1,714,2,2,2,2,1,1,2,1,2,1,2,2,2,1,0,1,0,0,0,1,8,1
4,0,999919,99919,991999,999919,2,3,0,2,1,2300,9,2,2,2,0,2,2,1,1,7,2,6,2,1,1,0,0,0,0,0,6,0
2,0,999919,99919,991999,999919,2,3,0,1,1,1250,9,2,2,1,0,4,1,0,2,1,2,6,2,1,0,0,1,0,0,0,2,0
1,1,999919,99919,991999,999919,2,12,0,8,8,1499,9,2,2,2,8,8,8,8,8,1,8,8,1,1,0,1,0,0,0,1,4,0
1,1,999919,99919,991999,999919,2,13,0,2,1,1350,9,2,2,2,1,1,2,1,2,5,2,2,1,1,0,1,0,0,0,1,10,1
2,0,999919,99919,991999,999919,2,3,0,2,1,99999,9,9,9,9,1,4,2,1,2,9,1,9,2,1,1,0,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,12,0,1,1,1300,9,2,2,2,1,1,2,1,2,8,2,8,1,1,1,1,0,0,0,1,8,1
3,0,999919,99919,991999,999919,2,11,0,2,1,2675,9,2,2,2,0,1,2,1,2,8,2,2,1,1,1,0,0,1,0,0,8,1
1,0,999919,99919,991999,999919,2,13,0,2,1,1100,9,1,2,2,1,5,2,1,2,1,2,4,2,1,0,1,0,0,0,1,10,1
2,0,999919,99919,991999,999919,2,3,0,2,1,1250,9,2,2,2,1,4,1,1,1,8,2,6,1,1,1,0,1,0,0,0,6,0
2,1,999919,99919,991999,999919,2,11,0,2,1,1068,9,2,2,2,1,5,2,1,2,7,2,4,2,1,1,0,1,0,0,0,10,1
2,0,999919,99919,991999,999919,2,5,0,2,1,1550,9,2,2,2,1,4,2,1,2,9,1,6,1,1,1,0,1,0,0,0,10,1
3,1,999919,99919,991999,999919,2,13,0,1,2,1384,2,2,2,2,1,1,2,1,2,9,2,4,2,1,1,1,0,1,0,0,6,0
2,1,999919,99919,991999,999919,2,12,0,2,1,300,9,2,2,2,1,1,2,1,2,7,2,4,6,1,1,1,1,0,0,0,10,1
4,0,999919,99919,991999,999919,2,8,0,2,1,1250,9,2,2,2,1,5,2,1,2,3,1,4,1,1,0,0,0,0,0,0,10,1
1,0,999919,99919,999991,999991,2,3,0,2,1,1400,2,2,2,2,1,2,2,1,2,6,2,5,2,1,0,0,0,0,0,1,8,1
4,1,999919,99919,991999,999919,2,12,0,2,1,1260,2,2,2,2,1,3,2,1,2,5,2,2,1,1,0,1,0,0,0,0,10,1
4,1,999919,99919,991999,999919,2,11,0,1,1,1150,9,2,2,2,0,3,1,0,1,8,2,6,1,1,1,0,0,0,0,0,0,0
1,1,999919,99919,991999,888888,2,11,0,2,1,900,9,2,2,2,0,1,1,0,2,7,2,4,1,1,1,0,0,0,0,1,3,0
2,0,999919,99919,991999,999919,2,5,0,2,1,850,9,2,2,2,1,5,2,1,2,8,1,6,1,1,1,0,1,0,0,0,10,1
4,0,999919,99919,991999,999919,2,13,0,1,1,2595,9,2,2,2,0,1,2,1,1,5,2,2,1,1,0,1,0,0,0,0,4,0
2,1,999919,99919,991999,999919,2,5,0,2,1,3000,9,2,2,2,0,3,1,0,1,1,2,6,1,1,0,0,1,0,0,0,2,0
4,1,999919,99919,991999,999919,2,10,0,2,1,1000,9,1,2,2,1,1,2,1,2,8,2,7,4,1,1,0,0,0,0,0,10,1
2,1,999919,99919,991999,999919,3,12,0,2,1,1646,9,2,2,2,1,1,2,1,2,7,2,2,1,1,1,1,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,11,0,2,1,850,9,2,2,2,1,1,2,1,2,9,2,2,1,1,1,0,0,0,0,1,10,1
2,1,999919,99919,991999,999919,2,8,0,2,1,1850,9,2,2,2,1,2,2,1,2,8,2,4,1,1,1,0,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1080,9,2,2,2,0,1,1,1,1,8,2,2,1,1,1,1,1,0,0,0,4,0
3,1,999919,99919,991999,999919,2,11,0,2,1,2100,9,2,2,2,1,1,2,1,2,10,2,4,4,1,1,0,0,1,0,0,10,1
4,0,999919,99919,991999,999919,2,3,0,2,1,1000,9,2,2,2,1,2,2,1,2,9,1,2,4,1,1,0,0,0,0,0,10,1
1,1,999919,99919,919999,999919,2,11,0,2,1,1100,9,2,2,2,0,4,2,1,2,10,2,2,1,1,1,0,0,0,0,1,6,0
3,1,999919,99919,991999,999919,2,10,0,2,8,2000,9,2,2,2,1,2,2,1,2,9,2,2,4,1,1,0,0,1,0,0,9,1
2,1,999919,99919,991999,999919,2,11,0,2,1,706,9,2,2,2,0,1,1,0,1,8,2,4,2,1,1,0,1,0,0,0,2,0
4,1,999919,99919,991999,999919,2,6,0,2,1,1560,9,2,2,2,1,1,2,1,2,8,2,2,1,1,1,0,0,0,0,0,10,1
3,0,999919,99919,991999,999919,2,10,0,2,1,4000,9,8,8,8,8,8,8,8,8,10,8,8,1,1,1,0,0,1,0,0,6,0
1,1,999919,99919,991999,999919,2,11,0,2,1,300,9,2,2,1,1,1,2,1,2,8,2,4,1,1,1,0,0,0,0,1,10,1
2,0,999919,99919,991999,999919,2,12,0,2,1,1100,9,2,2,2,1,1,2,0,2,8,2,2,1,1,1,1,1,0,0,0,8,1
3,1,999919,99919,991999,999919,2,13,0,2,2,1384,9,2,2,1,0,1,2,1,2,9,2,4,2,1,1,1,0,1,0,0,6,0
4,1,999919,99919,991999,999919,2,13,0,2,1,1500,9,2,2,2,1,1,2,1,2,5,2,2,4,1,0,1,0,0,0,0,10,1
4,1,999919,99919,991999,999919,2,13,0,2,1,1100,9,2,2,2,1,1,2,1,2,7,2,2,1,1,1,1,0,0,0,0,10,1
4,0,999919,99919,991999,999919,2,3,0,2,1,1375,9,2,2,2,1,2,2,1,2,9,1,4,1,1,1,0,0,0,0,0,10,1
4,0,999919,99919,991999,999919,2,3,0,2,1,1200,9,2,2,2,1,4,2,1,2,7,1,6,1,1,1,0,0,0,0,0,10,1
3,1,999919,99919,991999,999919,2,11,0,2,1,1800,9,2,2,2,1,3,2,1,2,9,2,2,1,1,1,0,0,1,0,0,10,1
2,1,999919,99919,991999,999919,2,11,0,2,1,1196,9,2,2,2,1,1,2,1,1,7,2,2,2,1,1,0,1,0,0,0,8,1
2,1,999919,99919,991999,999919,2,12,0,2,1,1500,2,2,2,2,1,1,2,1,2,5,2,2,1,1,0,1,1,0,0,0,10,1
3,1,999919,99919,991999,999919,2,12,0,2,1,806,9,2,2,2,1,4,1,1,2,8,2,8,1,1,1,1,0,1,0,0,8,1
2,0,999919,99919,991999,999919,2,13,0,2,1,99999,9,9,9,9,1,1,2,1,2,3,2,9,1,1,0,1,1,0,0,0,10,1
3,0,999919,99919,991999,999919,2,10,0,2,1,2815,9,2,2,2,1,1,1,1,1,10,2,2,1,1,1,0,0,1,0,0,6,0
1,1,888888,99919,991999,999919,2,12,0,1,1,1300,9,2,2,2,8,1,2,1,2,6,2,8,2,1,0,1,0,0,0,1,6,0
2,0,999919,99919,991999,999919,2,6,0,2,1,2800,9,2,2,2,1,1,2,1,2,8,2,2,1,1,1,0,1,0,0,0,10,1
3,1,999919,99919,991999,999919,2,12,0,2,1,1550,9,2,2,2,1,3,2,1,1,8,2,3,1,1,1,1,0,1,0,0,8,1
3,1,999919,99919,991999,999919,2,13,0,2,1,2300,9,2,2,2,1,5,2,1,2,7,3,8,1,1,1,1,0,1,0,0,10,1
4,1,999919,99919,991999,999919,2,8,0,2,1,1150,9,2,2,2,8,8,8,8,8,9,8,8,1,1,1,0,0,0,0,0,6,0
4,0,999919,99919,991999,999991,2,3,0,8,8,1700,9,3,3,3,8,8,8,8,8,6,8,8,1,1,0,0,0,0,0,0,3,0
3,1,999919,99919,119999,999919,2,10,0,2,1,1600,2,2,2,2,1,1,1,0,2,9,2,2,1,1,1,0,0,1,0,0,3,0
2,0,999919,99919,991999,999919,2,3,0,2,1,1000,9,2,2,2,1,1,2,1,2,6,2,6,2,1,0,0,1,0,0,0,10,1
1,1,999919,99919,991999,999919,2,11,0,2,1,920,9,2,2,2,0,1,2,1,2,8,2,2,2,1,1,0,0,0,0,1,8,1
3,1,999919,99919,991999,999919,2,10,0,2,1,1400,9,2,2,2,1,1,2,1,2,1,2,2,2,1,0,0,0,1,0,0,10,1
2,0,999919,99919,888888,999919,2,4,0,2,1,1500,2,2,2,2,1,2,2,1,2,7,2,8,2,1,1,0,1,0,0,0,9,1
3,1,999919,99919,888888,999919,2,12,0,2,1,1702,2,2,2,2,0,1,2,1,2,7,3,6,1,1,1,1,0,1,0,0,7,0
4,0,999919,99919,991999,999919,2,5,0,2,1,1200,9,2,2,2,1,4,2,1,1,8,2,2,1,1,1,0,0,0,0,0,8,1
3,1,999919,99919,991999,999919,2,13,0,8,1,1100,2,2,2,2,8,8,8,8,8,7,2,8,2,1,1,1,0,1,0,0,5,0
1,1,999919,99919,991999,999919,2,11,0,2,1,1150,2,2,2,2,1,1,2,1,1,9,2,2,6,1,1,0,0,0,0,1,8,1
2,0,999919,99919,991999,999919,2,5,0,2,1,900,9,2,2,2,1,2,2,1,2,8,2,6,2,1,1,0,1,0,0,0,10,1
3,1,999919,99919,999991,999991,2,13,0,2,1,850,2,2,2,2,1,5,2,0,2,7,2,4,1,1,1,1,0,1,0,0,6,0
2,1,999919,99919,991999,999919,2,12,0,1,1,1000,9,2,2,2,1,1,2,1,2,7,8,2,1,1,1,1,1,0,0,0,8,1
3,1,999919,99919,991999,999919,2,13,0,2,1,639,9,2,2,2,1,1,2,1,2,9,2,4,2,1,1,1,0,1,0,0,10,1
3,0,999919,99919,999991,999199,2,11,0,2,1,2600,9,2,2,2,1,1,2,1,1,9,2,2,1,1,1,0,0,1,0,0,5,0
2,1,999919,99919,991999,999919,2,12,0,8,8,1300,9,2,2,2,8,8,8,8,8,7,8,8,1,1,1,1,1,0,0,0,4,0
2,1,999919,99919,991999,999919,2,5,0,2,1,2500,9,2,2,2,1,5,2,1,2,1,2,2,1,1,0,0,1,0,0,0,10,1
3,1,999919,99919,991999,999919,2,11,1,2,1,1750,2,2,2,2,1,1,2,0,1,8,2,4,1,1,1,0,0,1,0,0,6,0
4,0,999919,99919,991999,999919,2,5,0,1,1,1300,9,2,2,2,1,1,2,1,2,8,2,6,1,1,1,0,0,0,0,0,8,1
3,1,999919,99919,991999,999919,2,11,0,2,1,700,1,2,2,2,1,3,2,1,2,7,1,4,1,1,1,0,0,1,0,0,10,1
3,1,999919,99919,991999,999919,2,12,0,2,1,1500,9,2,2,2,1,4,2,1,2,7,2,4,2,1,1,1,0,1,0,0,10,1
2,0,999919,99919,991999,999919,2,5,0,2,1,1100,2,2,2,2,1,2,2,1,1,5,1,6,1,1,0,0,1,0,0,0,8,1
4,0,999919,99919,991999,999919,2,3,0,2,1,1600,9,2,2,2,0,2,2,1,2,7,3,6,1,1,1,0,0,0,0,0,8,1
4,0,999919,99919,199999,999919,2,3,0,2,1,1100,9,2,2,2,1,3,2,1,2,7,2,6,2,1,1,0,0,0,0,0,8,1
4,1,999919,99919,991999,999919,2,8,0,2,1,1200,9,2,2,2,1,1,2,1,2,7,1,2,1,1,1,0,0,0,0,0,10,1
4,0,999919,99919,991999,999919,2,5,0,2,1,1300,2,2,2,2,1,1,2,1,2,8,1,6,6,1,1,0,0,0,0,0,10,1
3,1,999919,99919,991999,911999,3,12,0,2,1,964,9,1,2,2,0,1,2,1,2,9,2,4,1,1,1,1,0,1,0,0,5,0
1,1,999919,99919,991999,999919,2,12,0,2,1,1250,9,2,2,2,1,1,2,1,2,7,2,2,1,1,1,1,0,0,0,1,10,1
4,1,999919,99919,991999,999919,2,12,0,2,1,1000,9,2,2,2,8,8,8,8,8,7,8,8,1,1,1,1,0,0,0,0,6,0
2,0,999919,99919,991999,999991,2,5,0,2,1,1952,9,3,3,3,8,8,8,8,8,10,8,8,2,1,1,0,1,0,0,0,5,0
3,1,999919,99919,991999,999919,2,13,0,2,2,932,2,2,2,2,0,2,1,1,2,8,2,7,2,1,1,1,0,1,0,0,4,0
3,0,999919,99919,991999,999919,2,11,0,1,1,2530,9,2,2,2,1,3,2,1,1,10,3,1,1,1,1,0,0,1,0,0,6,0
3,1,999919,99919,991999,999919,2,13,0,2,1,2500,3,3,3,3,1,1,2,1,2,8,2,2,1,1,1,1,0,1,0,0,10,1
1,0,888888,88888,888888,888888,8,10,0,2,1,1900,9,2,2,2,1,1,2,1,2,1,8,4,2,1,0,0,0,0,0,1,6,0
3,1,999919,99919,991999,999919,2,12,0,2,1,943,9,2,2,2,8,8,8,8,8,7,8,8,1,1,1,1,0,1,0,0,6,0
3,1,999919,99919,991999,999919,2,8,0,1,2,1248,2,2,2,2,1,2,1,0,1,9,2,6,1,1,1,0,0,1,0,0,0,0
2,0,999919,99919,991999,999919,2,5,0,1,1,1000,9,2,2,2,1,2,2,1,2,7,2,6,4,1,1,0,1,0,0,0,8,1
3,0,999919,99919,991999,999919,2,6,0,2,1,865,9,2,2,2,1,2,2,0,1,9,2,6,1,1,1,0,0,1,0,0,6,0
3,0,999919,99919,991999,999919,2,12,0,2,1,2300,9,2,2,2,0,2,2,1,2,9,2,2,1,1,1,1,0,1,0,0,8,1
4,1,999919,99919,991999,999919,2,13,0,2,1,1500,9,2,2,2,1,1,2,1,2,5,2,4,1,1,0,1,0,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,1725,9,2,2,2,1,1,2,1,2,4,2,2,1,1,0,1,0,1,0,0,10,1
2,0,999919,99919,991999,999919,2,4,0,1,1,1000,9,2,2,2,1,3,2,1,2,7,2,5,4,1,1,0,1,0,0,0,8,1
1,1,999919,19999,919999,999919,2,12,0,2,1,1450,9,2,2,2,1,1,2,1,2,7,2,4,2,1,1,1,0,0,0,1,6,0
2,1,999919,99919,991999,999919,2,8,0,2,1,1000,9,2,2,2,1,1,2,1,2,9,2,4,1,1,1,0,1,0,0,0,10,1
1,0,999919,99919,991999,999919,2,1,0,8,1,2150,9,2,2,2,1,4,2,1,2,5,2,6,1,1,0,0,0,0,0,1,9,1
1,0,999919,99919,919999,999919,2,8,0,2,1,1760,9,1,2,2,1,2,1,0,2,1,2,2,2,1,0,0,0,0,0,1,4,0
2,0,999919,99919,991999,999919,2,8,0,2,1,1500,9,2,2,2,1,1,2,1,2,3,2,2,2,1,0,0,1,0,0,0,10,1
3,1,999919,99199,991999,999919,2,13,0,2,9,213,9,2,2,2,8,2,2,0,2,10,2,6,1,1,1,1,0,1,0,0,3,0
4,0,999919,99919,991999,999919,2,13,0,2,1,530,2,2,2,2,1,1,2,1,2,7,2,4,4,1,1,1,0,0,0,0,10,1
2,1,999919,99919,991999,999919,3,8,0,2,1,1300,9,2,2,2,1,4,2,1,2,9,2,5,2,1,1,0,1,0,0,0,10,1
2,0,999919,99919,991999,999919,2,13,0,2,1,5000,9,2,2,2,1,5,2,1,2,9,2,2,1,1,1,1,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,8,0,2,1,1050,9,2,2,2,1,5,2,1,2,8,3,4,1,1,1,0,1,0,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,2,1,3900,9,2,2,2,1,1,2,1,2,3,2,4,1,1,0,1,0,1,0,0,10,1
2,1,999919,99919,991999,999919,2,9,0,2,1,500,2,2,2,2,1,4,2,1,2,10,2,4,1,1,1,0,1,0,0,0,10,1
4,0,999919,99919,991999,999991,2,8,0,2,1,1200,9,2,2,2,1,5,2,1,2,4,2,6,1,1,0,0,0,0,0,0,9,1
3,1,999919,99919,991999,999919,2,10,0,1,1,1400,9,2,2,2,1,2,2,1,1,10,8,4,1,1,1,0,0,1,0,0,6,0
2,1,999919,99919,991999,999919,2,13,0,2,1,1200,9,2,2,2,1,1,2,1,2,8,2,2,1,1,1,1,1,0,0,0,10,1
2,1,999919,99919,991999,999919,2,9,0,8,8,1000,9,2,2,2,8,8,8,8,8,6,8,8,1,1,0,0,1,0,0,0,4,0
2,0,999919,99919,991999,999919,2,6,0,2,1,1950,9,2,2,2,1,4,1,0,1,10,2,6,1,1,1,0,1,0,0,0,4,0
3,1,999919,99919,991999,999919,2,12,2,9,9,412,9,2,2,2,8,8,8,8,8,9,8,8,1,1,1,1,0,1,0,0,2,0
2,1,999919,99919,999991,999991,2,9,0,2,1,928,9,2,2,2,1,1,2,1,1,8,2,4,1,1,1,0,1,0,0,0,6,0
2,0,999919,99919,991999,999919,2,7,0,2,1,99999,9,9,9,9,1,4,2,1,2,7,1,9,4,1,1,0,1,0,0,0,10,1
4,0,999919,99919,991999,999919,2,6,0,2,1,1125,9,2,2,2,1,2,2,0,2,7,1,2,1,1,1,0,0,0,0,0,8,1
3,1,999919,99919,991999,999919,2,13,0,1,1,700,2,2,2,2,0,3,1,0,1,9,2,4,2,1,1,1,0,1,0,0,0,0
1,1,999919,99919,991999,999919,2,11,0,2,1,1375,9,2,2,2,0,3,2,1,1,8,2,5,2,1,1,0,0,0,0,1,6,0
3,0,999919,99919,991999,999919,8,12,0,2,1,2700,9,2,2,2,1,1,2,1,2,8,1,4,1,1,1,1,0,1,0,0,10,1
2,0,999919,99919,991999,999919,2,3,0,2,1,2000,9,2,2,2,1,1,2,1,2,9,2,4,2,1,1,0,1,0,0,0,10,1
4,0,999919,99919,991999,999919,2,5,0,2,1,3000,9,2,2,2,0,4,1,0,1,8,2,6,1,1,1,0,0,0,0,0,2,0
4,1,999919,99919,991999,999919,2,11,0,2,1,1200,2,2,2,2,1,2,2,0,2,7,3,4,4,1,1,0,0,0,0,0,8,1
1,1,999919,99919,991999,999919,2,11,0,8,8,750,9,2,2,2,8,8,8,8,8,7,8,8,1,1,1,0,0,0,0,1,4,0
2,1,999919,99919,991999,999199,2,11,0,2,1,744,2,2,2,1,0,1,1,0,1,9,2,4,1,1,1,0,1,0,0,0,0,0
4,1,999919,99919,991999,999919,2,8,0,2,1,1400,9,2,2,1,1,5,2,1,2,9,2,2,4,1,1,0,0,0,0,0,10,1
4,0,999919,99919,991999,999991,2,1,0,8,8,1700,9,3,3,3,8,8,8,8,8,8,2,8,2,1,1,0,0,0,0,0,3,0
2,1,999919,99919,991999,999919,2,13,0,2,1,1260,9,2,2,2,1,1,2,1,2,6,3,4,1,1,0,1,1,0,0,0,10,1
4,1,999919,99919,991999,999919,2,12,0,2,2,1975,9,2,2,2,1,1,2,1,2,7,2,2,1,1,1,1,0,0,0,0,8,1
4,1,999919,99919,991999,999919,2,8,0,8,8,1800,2,2,2,2,8,8,8,8,8,6,8,8,1,1,0,0,0,0,0,0,4,0
3,0,999919,99919,991999,199999,2,8,0,1,1,2400,9,2,2,2,0,4,1,0,1,9,2,2,1,1,1,0,0,1,0,0,-2,0
4,1,999919,99919,991999,999991,2,13,0,2,1,2070,2,2,2,2,1,4,2,1,2,7,2,4,1,1,1,1,0,0,0,0,9,1
3,1,999919,99919,991999,999919,2,12,0,8,8,979,9,2,2,2,8,8,8,8,8,8,2,7,1,1,1,1,0,1,0,0,4,0
3,1,999919,99919,991999,999919,2,13,0,2,1,1200,9,2,2,2,1,1,2,1,2,6,2,4,1,1,0,1,0,1,0,0,10,1
3,0,999919,99919,991999,999919,2,13,0,1,1,5000,9,2,2,2,0,1,2,1,2,3,2,5,1,1,0,1,0,1,0,0,6,0
2,0,999919,99919,888888,999919,2,5,0,2,1,775,9,2,2,2,1,4,2,0,2,5,1,2,2,1,0,0,1,0,0,0,7,0
1,0,999919,99919,991999,999919,2,6,0,2,1,2000,9,2,2,2,1,1,2,1,2,9,2,2,1,1,1,0,0,0,0,1,10,1
3,1,999919,99919,991999,999919,2,12,0,2,1,700,2,2,2,2,0,1,2,1,2,8,2,4,1,1,1,1,0,1,0,0,8,1
2,0,999919,99919,991999,999919,2,5,0,2,1,4400,2,2,2,2,1,4,2,1,2,9,1,6,1,1,1,0,1,0,0,0,10,1
2,0,999919,19999,991999,999919,2,5,0,2,1,600,9,2,2,2,1,2,2,1,2,8,1,6,2,1,1,0,1,0,0,0,8,1
4,1,999919,99919,991999,999919,2,12,0,1,1,1275,2,2,2,2,0,1,2,1,2,5,8,8,4,1,0,1,0,0,0,0,6,0
2,1,999919,99919,991999,999919,2,13,0,2,1,99999,9,9,9,9,1,1,2,1,2,6,2,9,1,1,0,1,1,0,0,0,10,1
1,1,919999,99919,991999,999919,2,11,0,2,1,1365,9,2,2,2,0,4,2,1,2,8,2,8,1,1,1,0,0,0,0,1,6,0
2,0,999919,99919,991999,999919,2,3,0,8,8,1500,9,2,2,2,8,8,8,8,8,9,8,8,4,1,1,0,1,0,0,0,4,0
